效果ID	描述（策划看）	表名(1skill,2skillAction,3skillEffect,4skillHurt)	字段名	数据ID	改变方式（1加减，2替换,3乘除）	参数类型	参数1(字符串)	参数2(字符串数组)	参数3(布尔值)	参数4(数值)	参数5(数值数组)	帧事件触发（skillAction表中动作连招字段）
1304041	反十-必杀-Boss伤-2级	4	hurtValue656	11052	1	4				800		
1304042	反十-必杀-Boss伤-2级	4	hurtValue656	11053	1	4				800		
1304043	反十-必杀-Boss伤-2级	4	hurtValue656	11054	1	4				800		
1304044	反十-必杀-Boss伤-2级	4	hurtValue656	11055	1	4				800		
1304045	反十-必杀-Boss伤-2级	4	hurtValue656	11056	1	4				800		
1304046	反十-必杀-Boss伤-2级	4	hurtValue656	11057	1	4				800		
1304047	反十-必杀-Boss伤-2级	4	hurtValue656	11058	1	4				800		
1304048	反十-必杀-Boss伤-2级	4	hurtValue656	11059	1	4				800		
1304049	反十-必杀-Boss伤-2级	4	hurtValue656	11060	1	4				800		
1304050	反十-必杀-Boss伤-2级	4	hurtValue656	11061	1	4				800		
1304051	反十-必杀-Boss伤-2级	4	hurtValue656	11062	1	4				800		
1304052	反十-必杀-Boss伤-2级	4	hurtValue656	11063	1	4				800		
1304053	反十-必杀-Boss伤-2级	4	hurtValue656	11064	1	4				800		
1304054	反十-必杀-Boss伤-2级	4	hurtValue656	11065	1	4				800		
1304055	反十-必杀-Boss伤-2级	4	hurtValue656	11066	1	4				800		
1304056	反十-必杀-Boss伤-2级	4	hurtValue656	11067	1	4				800		
1304057	反十-必杀-Boss伤-2级	4	hurtValue656	11068	1	4				800		
1304058	反十-必杀-Boss伤-2级	4	hurtValue656	11069	1	4				800		
1304059	反十-必杀-Boss伤-2级	4	hurtValue656	11070	1	4				800		
1304060	反十-必杀-Boss伤-2级	4	hurtValue656	11071	1	4				800		
1304061	反十-必杀-Boss伤-2级	4	hurtValue656	11072	1	4				800		
1304062	反十-必杀-Boss伤-2级	4	hurtValue656	11073	1	4				800		
1304063	反十-必杀-Boss伤-2级	4	hurtValue656	11074	1	4				800		
1304064	反十-必杀-Boss伤-2级	4	hurtValue656	11075	1	4				800		
1304065	反十-必杀-Boss伤-2级	4	hurtValue656	11140	1	4				800		
1304066	反十-必杀-Boss伤-2级	4	hurtValue656	11141	1	4				800		
1304067	反十-必杀-Boss伤-2级	4	hurtValue656	11142	1	4				800		
1304068	反十-必杀-Boss伤-2级	4	hurtValue656	11143	1	4				800		
1304069	反十-必杀-Boss伤-2级	4	hurtValue656	11144	1	4				800		
1304070	反十-必杀-Boss伤-2级	4	hurtValue656	11145	1	4				800		
1304071	反十-必杀-Boss伤-3级	4	hurtValue656	11050	1	4				1200		
1304072	反十-必杀-Boss伤-3级	4	hurtValue656	11051	1	4				1200		
1304073	反十-必杀-Boss伤-3级	4	hurtValue656	11052	1	4				1200		
1304074	反十-必杀-Boss伤-3级	4	hurtValue656	11053	1	4				1200		
1304075	反十-必杀-Boss伤-3级	4	hurtValue656	11054	1	4				1200		
1304076	反十-必杀-Boss伤-3级	4	hurtValue656	11055	1	4				1200		
1304077	反十-必杀-Boss伤-3级	4	hurtValue656	11056	1	4				1200		
1304078	反十-必杀-Boss伤-3级	4	hurtValue656	11057	1	4				1200		
1304079	反十-必杀-Boss伤-3级	4	hurtValue656	11058	1	4				1200		
1304080	反十-必杀-Boss伤-3级	4	hurtValue656	11059	1	4				1200		
1304081	反十-必杀-Boss伤-3级	4	hurtValue656	11060	1	4				1200		
1304082	反十-必杀-Boss伤-3级	4	hurtValue656	11061	1	4				1200		
1304083	反十-必杀-Boss伤-3级	4	hurtValue656	11062	1	4				1200		
1304084	反十-必杀-Boss伤-3级	4	hurtValue656	11063	1	4				1200		
1304085	反十-必杀-Boss伤-3级	4	hurtValue656	11064	1	4				1200		
1304086	反十-必杀-Boss伤-3级	4	hurtValue656	11065	1	4				1200		
1304087	反十-必杀-Boss伤-3级	4	hurtValue656	11066	1	4				1200		
1304088	反十-必杀-Boss伤-3级	4	hurtValue656	11067	1	4				1200		
1304089	反十-必杀-Boss伤-3级	4	hurtValue656	11068	1	4				1200		
1304090	反十-必杀-Boss伤-3级	4	hurtValue656	11069	1	4				1200		
1304091	反十-必杀-Boss伤-3级	4	hurtValue656	11070	1	4				1200		
1304092	反十-必杀-Boss伤-3级	4	hurtValue656	11071	1	4				1200		
1304093	反十-必杀-Boss伤-3级	4	hurtValue656	11072	1	4				1200		
1304094	反十-必杀-Boss伤-3级	4	hurtValue656	11073	1	4				1200		
1304095	反十-必杀-Boss伤-3级	4	hurtValue656	11074	1	4				1200		
1304096	反十-必杀-Boss伤-3级	4	hurtValue656	11075	1	4				1200		
1304097	反十-必杀-Boss伤-3级	4	hurtValue656	11140	1	4				1200		
1304098	反十-必杀-Boss伤-3级	4	hurtValue656	11141	1	4				1200		
1304099	反十-必杀-Boss伤-3级	4	hurtValue656	11142	1	4				1200		
1304100	反十-必杀-Boss伤-3级	4	hurtValue656	11143	1	4				1200		
1304101	反十-必杀-Boss伤-3级	4	hurtValue656	11144	1	4				1200		
1304102	反十-必杀-Boss伤-3级	4	hurtValue656	11145	1	4				1200		
1304103	反十-必杀-技能伤-1级	4	hurtScale	11050	1	4				0.05		
1304104	反十-必杀-技能伤-1级	4	hurtScale	11051	1	4				0.05		
1304105	反十-必杀-技能伤-1级	4	hurtScale	11052	1	4				0.05		
1304106	反十-必杀-技能伤-1级	4	hurtScale	11053	1	4				0.05		
1304107	反十-必杀-技能伤-1级	4	hurtScale	11054	1	4				0.05		
1304108	反十-必杀-技能伤-1级	4	hurtScale	11055	1	4				0.05		
1304109	反十-必杀-技能伤-1级	4	hurtScale	11056	1	4				0.05		
1304110	反十-必杀-技能伤-1级	4	hurtScale	11057	1	4				0.05		
1304111	反十-必杀-技能伤-1级	4	hurtScale	11058	1	4				0.05		
1304112	反十-必杀-技能伤-1级	4	hurtScale	11059	1	4				0.05		
1304113	反十-必杀-技能伤-1级	4	hurtScale	11060	1	4				0.05		
1304114	反十-必杀-技能伤-1级	4	hurtScale	11061	1	4				0.05		
1304115	反十-必杀-技能伤-1级	4	hurtScale	11062	1	4				0.05		
1304116	反十-必杀-技能伤-1级	4	hurtScale	11063	1	4				0.05		
1304117	反十-必杀-技能伤-1级	4	hurtScale	11064	1	4				0.05		
1304118	反十-必杀-技能伤-1级	4	hurtScale	11065	1	4				0.05		
1304119	反十-必杀-技能伤-1级	4	hurtScale	11066	1	4				0.05		
1304120	反十-必杀-技能伤-1级	4	hurtScale	11067	1	4				0.05		
1304121	反十-必杀-技能伤-1级	4	hurtScale	11068	1	4				0.05		
1304122	反十-必杀-技能伤-1级	4	hurtScale	11069	1	4				0.05		
1304123	反十-必杀-技能伤-1级	4	hurtScale	11070	1	4				0.05		
1304124	反十-必杀-技能伤-1级	4	hurtScale	11071	1	4				0.05		
1304125	反十-必杀-技能伤-1级	4	hurtScale	11072	1	4				0.05		
1304126	反十-必杀-技能伤-1级	4	hurtScale	11073	1	4				0.05		
1304127	反十-必杀-技能伤-1级	4	hurtScale	11074	1	4				0.05		
1304128	反十-必杀-技能伤-1级	4	hurtScale	11075	1	4				0.05		
1304129	反十-必杀-技能伤-1级	4	hurtScale	11140	1	4				0.05		
1304130	反十-必杀-技能伤-1级	4	hurtScale	11141	1	4				0.05		
1304131	反十-必杀-技能伤-1级	4	hurtScale	11142	1	4				0.05		
1304132	反十-必杀-技能伤-1级	4	hurtScale	11143	1	4				0.05		
1304133	反十-必杀-技能伤-1级	4	hurtScale	11144	1	4				0.05		
1304134	反十-必杀-技能伤-1级	4	hurtScale	11145	1	4				0.05		
1304135	反十-必杀-技能伤-2级	4	hurtScale	11050	1	4				0.1		
1304136	反十-必杀-技能伤-2级	4	hurtScale	11051	1	4				0.1		
1304137	反十-必杀-技能伤-2级	4	hurtScale	11052	1	4				0.1		
1304138	反十-必杀-技能伤-2级	4	hurtScale	11053	1	4				0.1		
1304139	反十-必杀-技能伤-2级	4	hurtScale	11054	1	4				0.1		
1304140	反十-必杀-技能伤-2级	4	hurtScale	11055	1	4				0.1		
1304141	反十-必杀-技能伤-2级	4	hurtScale	11056	1	4				0.1		
1304142	反十-必杀-技能伤-2级	4	hurtScale	11057	1	4				0.1		
1304143	反十-必杀-技能伤-2级	4	hurtScale	11058	1	4				0.1		
1304144	反十-必杀-技能伤-2级	4	hurtScale	11059	1	4				0.1		
1304145	反十-必杀-技能伤-2级	4	hurtScale	11060	1	4				0.1		
1304146	反十-必杀-技能伤-2级	4	hurtScale	11061	1	4				0.1		
1304147	反十-必杀-技能伤-2级	4	hurtScale	11062	1	4				0.1		
1304148	反十-必杀-技能伤-2级	4	hurtScale	11063	1	4				0.1		
1304149	反十-必杀-技能伤-2级	4	hurtScale	11064	1	4				0.1		
1304150	反十-必杀-技能伤-2级	4	hurtScale	11065	1	4				0.1		
1304151	反十-必杀-技能伤-2级	4	hurtScale	11066	1	4				0.1		
1304152	反十-必杀-技能伤-2级	4	hurtScale	11067	1	4				0.1		
1304153	反十-必杀-技能伤-2级	4	hurtScale	11068	1	4				0.1		
1304154	反十-必杀-技能伤-2级	4	hurtScale	11069	1	4				0.1		
1304155	反十-必杀-技能伤-2级	4	hurtScale	11070	1	4				0.1		
1304156	反十-必杀-技能伤-2级	4	hurtScale	11071	1	4				0.1		
1304157	反十-必杀-技能伤-2级	4	hurtScale	11072	1	4				0.1		
1304158	反十-必杀-技能伤-2级	4	hurtScale	11073	1	4				0.1		
1304159	反十-必杀-技能伤-2级	4	hurtScale	11074	1	4				0.1		
1304160	反十-必杀-技能伤-2级	4	hurtScale	11075	1	4				0.1		
1304161	反十-必杀-技能伤-2级	4	hurtScale	11140	1	4				0.1		
1304162	反十-必杀-技能伤-2级	4	hurtScale	11141	1	4				0.1		
1304163	反十-必杀-技能伤-2级	4	hurtScale	11142	1	4				0.1		
1304164	反十-必杀-技能伤-2级	4	hurtScale	11143	1	4				0.1		
1304165	反十-必杀-技能伤-2级	4	hurtScale	11144	1	4				0.1		
1304166	反十-必杀-技能伤-2级	4	hurtScale	11145	1	4				0.1		
1304167	反十-必杀-技能伤-3级	4	hurtScale	11050	1	4				0.15		
1304168	反十-必杀-技能伤-3级	4	hurtScale	11051	1	4				0.15		
1304169	反十-必杀-技能伤-3级	4	hurtScale	11052	1	4				0.15		
1304170	反十-必杀-技能伤-3级	4	hurtScale	11053	1	4				0.15		
1304171	反十-必杀-技能伤-3级	4	hurtScale	11054	1	4				0.15		
1304172	反十-必杀-技能伤-3级	4	hurtScale	11055	1	4				0.15		
1304173	反十-必杀-技能伤-3级	4	hurtScale	11056	1	4				0.15		
1304174	反十-必杀-技能伤-3级	4	hurtScale	11057	1	4				0.15		
1304175	反十-必杀-技能伤-3级	4	hurtScale	11058	1	4				0.15		
1304176	反十-必杀-技能伤-3级	4	hurtScale	11059	1	4				0.15		
1304177	反十-必杀-技能伤-3级	4	hurtScale	11060	1	4				0.15		
1304178	反十-必杀-技能伤-3级	4	hurtScale	11061	1	4				0.15		
1304179	反十-必杀-技能伤-3级	4	hurtScale	11062	1	4				0.15		
1304180	反十-必杀-技能伤-3级	4	hurtScale	11063	1	4				0.15		
1304181	反十-必杀-技能伤-3级	4	hurtScale	11064	1	4				0.15		
1304182	反十-必杀-技能伤-3级	4	hurtScale	11065	1	4				0.15		
1304183	反十-必杀-技能伤-3级	4	hurtScale	11066	1	4				0.15		
1304184	反十-必杀-技能伤-3级	4	hurtScale	11067	1	4				0.15		
1304185	反十-必杀-技能伤-3级	4	hurtScale	11068	1	4				0.15		
1304186	反十-必杀-技能伤-3级	4	hurtScale	11069	1	4				0.15		
1304187	反十-必杀-技能伤-3级	4	hurtScale	11070	1	4				0.15		
1304188	反十-必杀-技能伤-3级	4	hurtScale	11071	1	4				0.15		
1304189	反十-必杀-技能伤-3级	4	hurtScale	11072	1	4				0.15		
1304190	反十-必杀-技能伤-3级	4	hurtScale	11073	1	4				0.15		
1304191	反十-必杀-技能伤-3级	4	hurtScale	11074	1	4				0.15		
1304192	反十-必杀-技能伤-3级	4	hurtScale	11075	1	4				0.15		
1304193	反十-必杀-技能伤-3级	4	hurtScale	11140	1	4				0.15		
1304194	反十-必杀-技能伤-3级	4	hurtScale	11141	1	4				0.15		
1304195	反十-必杀-技能伤-3级	4	hurtScale	11142	1	4				0.15		
1304196	反十-必杀-技能伤-3级	4	hurtScale	11143	1	4				0.15		
1304197	反十-必杀-技能伤-3级	4	hurtScale	11144	1	4				0.15		
1304198	反十-必杀-技能伤-3级	4	hurtScale	11145	1	4				0.15		
1304199	反十-必杀-技能伤-4级	4	hurtScale	11050	1	4				0.2		
1304200	反十-必杀-技能伤-4级	4	hurtScale	11051	1	4				0.2		
1304201	反十-必杀-技能伤-4级	4	hurtScale	11052	1	4				0.2		
1304202	反十-必杀-技能伤-4级	4	hurtScale	11053	1	4				0.2		
1304203	反十-必杀-技能伤-4级	4	hurtScale	11054	1	4				0.2		
1304204	反十-必杀-技能伤-4级	4	hurtScale	11055	1	4				0.2		
1304205	反十-必杀-技能伤-4级	4	hurtScale	11056	1	4				0.2		
1304206	反十-必杀-技能伤-4级	4	hurtScale	11057	1	4				0.2		
1304207	反十-必杀-技能伤-4级	4	hurtScale	11058	1	4				0.2		
1304208	反十-必杀-技能伤-4级	4	hurtScale	11059	1	4				0.2		
1304209	反十-必杀-技能伤-4级	4	hurtScale	11060	1	4				0.2		
1304210	反十-必杀-技能伤-4级	4	hurtScale	11061	1	4				0.2		
1304211	反十-必杀-技能伤-4级	4	hurtScale	11062	1	4				0.2		
1304212	反十-必杀-技能伤-4级	4	hurtScale	11063	1	4				0.2		
1304213	反十-必杀-技能伤-4级	4	hurtScale	11064	1	4				0.2		
1304214	反十-必杀-技能伤-4级	4	hurtScale	11065	1	4				0.2		
1304215	反十-必杀-技能伤-4级	4	hurtScale	11066	1	4				0.2		
1304216	反十-必杀-技能伤-4级	4	hurtScale	11067	1	4				0.2		
1304217	反十-必杀-技能伤-4级	4	hurtScale	11068	1	4				0.2		
1304218	反十-必杀-技能伤-4级	4	hurtScale	11069	1	4				0.2		
1304219	反十-必杀-技能伤-4级	4	hurtScale	11070	1	4				0.2		
1304220	反十-必杀-技能伤-4级	4	hurtScale	11071	1	4				0.2		
1304221	反十-必杀-技能伤-4级	4	hurtScale	11072	1	4				0.2		
1304222	反十-必杀-技能伤-4级	4	hurtScale	11073	1	4				0.2		
1304223	反十-必杀-技能伤-4级	4	hurtScale	11074	1	4				0.2		
1304224	反十-必杀-技能伤-4级	4	hurtScale	11075	1	4				0.2		
1304225	反十-必杀-技能伤-4级	4	hurtScale	11140	1	4				0.2		
1304226	反十-必杀-技能伤-4级	4	hurtScale	11141	1	4				0.2		
1304227	反十-必杀-技能伤-4级	4	hurtScale	11142	1	4				0.2		
1304228	反十-必杀-技能伤-4级	4	hurtScale	11143	1	4				0.2		
1304229	反十-必杀-技能伤-4级	4	hurtScale	11144	1	4				0.2		
1304230	反十-必杀-技能伤-4级	4	hurtScale	11145	1	4				0.2		
1304801	反转十香-必杀-技能效果-1级	2	connectAction	10190	2	4				10192		
1304802	反转十香-必杀-技能效果-2级	2	connectAction	10190	2	4				10193		
1304803	反转十香-必杀-技能效果-3级	2	connectAction	10190	2	4				10194		
1304804	反转十香（觉醒）-必杀-技能效果-1级	1	first	101240	2	4				10281		
1304805	反转十香（觉醒）-必杀-技能效果-2级	1	first	101240	2	4				10282		
1304806	反转十香（觉醒）-必杀-技能效果-3级	1	first	101240	2	4				10283		
1305001	反十-被动1-CDR	1	cd	101120	1	4				4000		
1305002	反十-被动1-CDR	1	cd	101130	1	4				4000		
1305003	反十-被动1-CDR	1	cd	101140	1	4				4000		
1305004	反十-被动1-CDR	1	cd	101220	1	4				4000		
1305005	反十-被动1-CDR	1	cd	101230	1	4				4000		
1305006	反十-被动1-CDR	1	cd	101240	1	4				4000		
1305007	反十-被动1-技能伤	4	hurtScale	11011	1	4				0.2		
1305008	反十-被动1-技能伤	4	hurtScale	11012	1	4				0.2		
1305009	反十-被动1-技能伤	4	hurtScale	11013	1	4				0.2		
1305010	反十-被动1-技能伤	4	hurtScale	11014	1	4				0.2		
1305011	反十-被动1-技能伤	4	hurtScale	11015	1	4				0.2		
1305012	反十-被动1-技能伤	4	hurtScale	11016	1	4				0.2		
1305013	反十-被动1-技能伤	4	hurtScale	11017	1	4				0.2		
1305014	反十-被动1-技能伤	4	hurtScale	11018	1	4				0.2		
1305015	反十-被动1-技能伤	4	hurtScale	11019	1	4				0.2		
1305016	反十-被动1-技能伤	4	hurtScale	11020	1	4				0.2		
1305017	反十-被动1-技能伤	4	hurtScale	11021	1	4				0.2		
1305018	反十-被动1-技能伤	4	hurtScale	11022	1	4				0.2		
1305019	反十-被动1-技能伤	4	hurtScale	11023	1	4				0.2		
1305020	反十-被动1-技能伤	4	hurtScale	11030	1	4				0.2		
1305021	反十-被动1-技能伤	4	hurtScale	11031	1	4				0.2		
1305022	反十-被动1-技能伤	4	hurtScale	11032	1	4				0.2		
1305023	反十-被动1-技能伤	4	hurtScale	11033	1	4				0.2		
1305024	反十-被动1-技能伤	4	hurtScale	11034	1	4				0.2		
1305025	反十-被动1-技能伤	4	hurtScale	11035	1	4				0.2		
1305026	反十-被动1-技能伤	4	hurtScale	11036	1	4				0.2		
1305027	反十-被动1-技能伤	4	hurtScale	11037	1	4				0.2		
1305028	反十-被动1-技能伤	4	hurtScale	11038	1	4				0.2		
1305029	反十-被动1-技能伤	4	hurtScale	11039	1	4				0.2		
1305030	反十-被动1-技能伤	4	hurtScale	11040	1	4				0.2		
1305031	反十-被动1-技能伤	4	hurtScale	11041	1	4				0.2		
1305032	反十-被动1-技能伤	4	hurtScale	11042	1	4				0.2		
1305033	反十-被动1-技能伤	4	hurtScale	11050	1	4				0.2		
1305034	反十-被动1-技能伤	4	hurtScale	11051	1	4				0.2		
1305035	反十-被动1-技能伤	4	hurtScale	11052	1	4				0.2		
1305036	反十-被动1-技能伤	4	hurtScale	11053	1	4				0.2		
1305037	反十-被动1-技能伤	4	hurtScale	11054	1	4				0.2		
1305038	反十-被动1-技能伤	4	hurtScale	11055	1	4				0.2		
1305039	反十-被动1-技能伤	4	hurtScale	11056	1	4				0.2		
1305040	反十-被动1-技能伤	4	hurtScale	11057	1	4				0.2		
1305041	反十-被动1-技能伤	4	hurtScale	11058	1	4				0.2		
1305042	反十-被动1-技能伤	4	hurtScale	11059	1	4				0.2		
1305043	反十-被动1-技能伤	4	hurtScale	11060	1	4				0.2		
1305044	反十-被动1-技能伤	4	hurtScale	11061	1	4				0.2		
1305045	反十-被动1-技能伤	4	hurtScale	11062	1	4				0.2		
1305046	反十-被动1-技能伤	4	hurtScale	11063	1	4				0.2		
1305047	反十-被动1-技能伤	4	hurtScale	11064	1	4				0.2		
1305048	反十-被动1-技能伤	4	hurtScale	11065	1	4				0.2		
1305049	反十-被动1-技能伤	4	hurtScale	11066	1	4				0.2		
1305050	反十-被动1-技能伤	4	hurtScale	11067	1	4				0.2		
1305051	反十-被动1-技能伤	4	hurtScale	11068	1	4				0.2		
1305052	反十-被动1-技能伤	4	hurtScale	11069	1	4				0.2		
1305053	反十-被动1-技能伤	4	hurtScale	11070	1	4				0.2		
1305054	反十-被动1-技能伤	4	hurtScale	11071	1	4				0.2		
1305055	反十-被动1-技能伤	4	hurtScale	11072	1	4				0.2		
1305056	反十-被动1-技能伤	4	hurtScale	11073	1	4				0.2		
1305057	反十-被动1-技能伤	4	hurtScale	11074	1	4				0.2		
1305058	反十-被动1-技能伤	4	hurtScale	11075	1	4				0.2		
1305059	反十-被动1-技能伤	4	hurtScale	11080	1	4				0.2		
1305060	反十-被动1-技能伤	4	hurtScale	11081	1	4				0.2		
1305061	反十-被动1-技能伤	4	hurtScale	11082	1	4				0.2		
1305062	反十-被动1-技能伤	4	hurtScale	11094	1	4				0.2		
1305063	反十-被动1-技能伤	4	hurtScale	11100	1	4				0.2		
1305064	反十-被动1-技能伤	4	hurtScale	11101	1	4				0.2		
1305065	反十-被动1-技能伤	4	hurtScale	11102	1	4				0.2		
1305066	反十-被动1-技能伤	4	hurtScale	11103	1	4				0.2		
1305067	反十-被动1-技能伤	4	hurtScale	11104	1	4				0.2		
1305068	反十-被动1-技能伤	4	hurtScale	11105	1	4				0.2		
1305069	反十-被动1-技能伤	4	hurtScale	11106	1	4				0.2		
1305070	反十-被动1-技能伤	4	hurtScale	11107	1	4				0.2		
1305071	反十-被动1-技能伤	4	hurtScale	11108	1	4				0.2		
1305072	反十-被动1-技能伤	4	hurtScale	11109	1	4				0.2		
1305073	反十-被动1-技能伤	4	hurtScale	11110	1	4				0.2		
1305074	反十-被动1-技能伤	4	hurtScale	11111	1	4				0.2		
1305075	反十-被动1-技能伤	4	hurtScale	11120	1	4				0.2		
1305076	反十-被动1-技能伤	4	hurtScale	11121	1	4				0.2		
1305077	反十-被动1-技能伤	4	hurtScale	11122	1	4				0.2		
1305078	反十-被动1-技能伤	4	hurtScale	11123	1	4				0.2		
1305079	反十-被动1-技能伤	4	hurtScale	11130	1	4				0.2		
1305080	反十-被动1-技能伤	4	hurtScale	11140	1	4				0.2		
1305081	反十-被动1-技能伤	4	hurtScale	11141	1	4				0.2		
1305082	反十-被动1-技能伤	4	hurtScale	11142	1	4				0.2		
1305083	反十-被动1-技能伤	4	hurtScale	11143	1	4				0.2		
1305084	反十-被动1-技能伤	4	hurtScale	11144	1	4				0.2		
1305085	反十-被动1-技能伤	4	hurtScale	11145	1	4				0.2		
1305086	反十-被动5-CDR	1	cd	101120	1	4				-2000		
1305087	反十-被动5-CDR	1	cd	101130	1	4				-2000		
1305088	反十-被动5-CDR	1	cd	101140	1	4				-2000		
1305089	反十-被动5-CDR	1	cd	101220	1	4				-2000		
1305090	反十-被动5-CDR	1	cd	101230	1	4				-2000		
1305091	反十-被动5-CDR	1	cd	101240	1	4				-2000		
1305092	反十-被动15-无视防御	4	targetValue502	11001	1	4				2000		
1305093	反十-被动15-无视防御	4	targetValue502	11002	1	4				2000		
1305094	反十-被动15-无视防御	4	targetValue502	11003	1	4				2000		
1305095	反十-被动15-无视防御	4	targetValue502	11004	1	4				2000		
1305096	反十-被动15-无视防御	4	targetValue502	11005	1	4				2000		
