	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
601919	101010603	1	{}		100		其实就算琴里不从耳机里警告我，我也发现了十香的情绪很不稳定。	1	{}				{}				601920													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601920	101010603	1	{}		100		没办法，先把十香拉进家里再说。	1	{}				{}				601921													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601921	101010603	1	{}		100			1	{}				{}				601922													{}											{}											{}							scene/bg/bg_keting.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
601922	101010603	1	{}		100	1	“那个！十香肚子一定很饿了吧！不如吃过晚餐再说吧！”	1	{}				{}				601923													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601923	101010603	1	{}		100		我隆重地向十香推荐事先准备好的豪华晚餐。	1	{}				{}				601924													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601924	101010603	1	{}		100		1	1	{}				{}				601925													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
601925	101010603	1	{}		100	夜刀神十香	“哇哦！好多好吃的！”	1	{}				{}				601926				10104	3		id_pose_12		id_look_4			2	{}	1.3										{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601926	101010603	1	{}		100		十香用鼻子猛嗅桌上香气四溢的料理。	1	{}				{}				601927				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601927	101010603	1	{}		100	夜刀神十香	“这些我都可以吃吗！”	1	{}				{}				601928				1			id_pose_11		id_look_3				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601928	101010603	1	{}		100		十香无法控制地吞咽着口水。	1	{}				{}				601929				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601929	101010603	1	{}		100	1	“当然可以！十香全部都可以吃！”	1	{}				{}				601930				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601930	101010603	1	{}		100	夜刀神十香	“好耶！我决定留下来了，每天都要吃%s的料理！！”	1	{}				{}				601931				1			id_pose_12		id_look_4				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601931	101010603	1	{}		100	1	“欸？”	1	{}				{}				601932				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601932	101010603	1	{}		100	夜刀神十香	“姆……不可以吗？因为我还不知道能不能再回去了。”	1	{}				{}				601933				1			id_pose_12		id_look_2				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601933	101010603	1	{}		100	1	“当然可以！十香能留下来就太好了！”	1	{}				{}				601934				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601934	101010603	1	{}		100	夜刀神十香	“那就这么决定了！”	1	{}				{}				601935				1			id_pose_12		id_look_4				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601935	101010603	1	{}		100	夜刀神十香	“好耶！要和%s一起过上同居生活了！！”	1	{}				{}				601936				1			id_pose_12		id_look_4				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601936	101010603	1	{}		100	1	“什！——什么词语啊！”	1	{}				{}				601937				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601937	101010603	1	{}		100			1	{}				{}				601938						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
601938	101010603	1	{}		100		就这样，十香住进了我的家里。	1	{}				{}				601939													{}											{}											{}										1.3		{}																	{}	{}					{}	{}							{}	{}	{}	{}
601939	101010603	1	{}		100		而究竟是什么东西引起了她的恐惧，则最终都没有得到准确的答案。	1	{}				{}				601940													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
601940	101010603	1			100		1	1	{}				{}																	{}											{}											{}												{}												1	1				{}	{}					{}	{}					1	3	{}	{}	{}	{}
602001	101010604	1	{}		100			1	{}				{}				602002	4												{}											{}											{}							scene/bg/bg_jietou2.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
602002	101010604	1	{}		100		可能是因为我不够努力吧，一天的调查最终以一无所获告终。	1	{}				{}				602003													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602003	101010604	1	{}		100		天色已经这么晚了，十香应该想要回去了吧？	1	{}				{}				602004													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602004	101010604	1	{}		100		关于她是从哪里来的这个问题，我还没能弄清楚。	1	{}				{}				602005													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602005	101010604	1	{}		100		所以十香的离开，应该就是指……消失吧？	1	{}				{}				602006													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602006	101010604	1	{}		100		那么这次离开后，我们什么时候再能见面呢？	1	{}				{}				602007													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602007	101010604	1	{}		100		怀着这样的心事，我牵着十香的手，不知不觉来到了家门口。	1	{}				{}				602008													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602008	101010604	1	{}		100	1	“那个，十香……”	1	{}				{}				602009													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602009	101010604	1	{}		100		1	1	{}				{}				602010													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
602010	101010604	1	{}		100	夜刀神十香	“唔？%s……有什么事吗？”	1	{}				{}				602011				10104	3		id_normal_13					2	{}	1.3										{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602011	101010604	1	{}		100	1	“已经是晚上了，你就要回去了吗？”	1	{}				{}				602012				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602012	101010604	1	{}		100	夜刀神十香	“回去？%s不想和我约会了吗？”	1	{}				{}				602013				1			id_pose_12		id_look_2				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602013	101010604	1	{}		100	1	“不，我不是那个意思啦，我是说，十香在约会完以后，会回到那个精灵所在的地方吧？”	1	{}				{}				602014				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602014	101010604	1	{}		100	夜刀神十香	“……就不能一直和%s在一起吗？”	1	{}				{}				602016				1			id_pose_12		id_look_2				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602016	101010604	1	{}		100		十香这个眼神忧郁到让人怜惜……	1	{}				{}				100602016						3							{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
100602016	101010604	1	{}		100		1	1	{}				{}				602017													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602017	101010604	1	{}		100		我做错什么了吗？	1	{}				{}				602018													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602018	101010604	1	{}		100	五河琴里	“%s！你又在做什么，十香的恐惧值——！”	1	{}				{}				602019													{}											{}											{}				effect/dianhua/dianhua	dianhua							{}																	{}	{}					{}	{}							{}	{}	{}	{}
602019	101010604	1	{}		100		其实就算琴里不从耳机里警告我，我也发现十香的情绪很不稳定。	1	{}				{}				602020													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602020	101010604	1	{}		100		1	1	{}				{}				602021												4	{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
602021	101010604	1	{}		100	夜刀神十香	“明明不想再一个人孤独地活下去，%s却要撵我走吗？”	1	{}				{}				602022				10104	3							4	{}	1.3										{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602022	101010604	1	{}		100	1	“没、没有啦，我不是那个意思！”	1	{}				{}				602023				1								4	{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602023	101010604	1	{}		100			1	{}				{}				602024				1								4	{}										5	{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
602024	101010604	1	{}		100	五河琴里	“十香可以留下来哦！”	1	{}				{}				602025				1								4	{}		10504	3							5	{}	1.3										{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602025	101010604	1	{}		100	夜刀神十香	“嗯？你是谁！”	1	{}				{}				602026				1			id_normal_13					4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602026	101010604	1	{}		100	1	“琴里？你怎么……”	1	{}				{}				602027				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602027	101010604	1	{}		100	五河琴里	“笨蛋哥哥闭嘴！”	1	{}				{}				602028				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602028	101010604	1	{}		100	五河琴里	“十香如果无处可去的话，可以留下来哦，可以每天和%s在一起。“	1	{}				{}				602029				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602029	101010604	1	{}		100	夜刀神十香	“真的吗？”	1	{}				{}				602030				1			id_pose_12		id_look_2			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602030	101010604	1	{}		100		琴里及时出现，让十香的情绪冷静了不少。	1	{}				{}				602031				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602031	101010604	1	{}		100	1	“当然是真的，我每天都可以和十香约会哦。”	1	{}				{}				602032				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602032	101010604	1	{}		100	夜刀神十香	“%s……”	1	{}				{}				602033				1			id_pose_11		id_look_3			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602033	101010604	1	{}		100	五河琴里	“如果十香觉得寂寞的话，晚上和我一起睡吧。”	1	{}				{}				602034				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602034	101010604	1	{}		100	1	“啊？这个！琴里你是认真的吗？”	1	{}				{}				602035				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602035	101010604	1	{}		100	夜刀神十香	“姆……不可以和%s一起睡吗？”	1	{}				{}				602036				1			id_normal_13					4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602036	101010604	1	{}		100	五河琴里	“还不行哦，少男少女是不能在一起睡的，这是规定。”	1	{}				{}				602037				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602037	101010604	1	{}		100	夜刀神十香	“姆……好吧，那我今天就和你一起睡吧，以后再和%s一起睡。”	1	{}				{}				602038				1			id_pose_12		id_look_4			4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602038	101010604	1	{}		100	1	“呜哇！你们在说什么啊！还有啊，十香你怎么可以随便和第一次见面的人一起睡啊！”	1	{}				{}				602039				1								4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602039	101010604	1	{}		100	夜刀神十香	“不行吗？”	1	{}				{}				602040				1			id_normal_13					4	{}		1								5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602040	101010604	1	{}		100	五河琴里	“别管那个呆子了，走，我带你去洗澡，今晚我会陪着你的。”	1	{}				{}				602041				1								4	{}		1			id_pose_8		id_look_4			5	{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
602041	101010604	1	{}		100		1	1	{}				{}				602042						3							{}				3							{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
602042	101010604	1	{}		100		琴里拉着十香的手走进了屋子里，留下我一个人吃惊地说不出话来。	1	{}				{}				100602042													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
