	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
140601509	102010715	1	{}		100	1	发烧的话……应该清淡点吧……	1	{}				{}					140601510													{}											{}											{}												{}	sound/bgm/shop_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601510	102010715	1	{}		100		我看着满桌子的食材，陷入了思考。	1	{}				{}				1	140601511													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601511	102010715	1	{}		100	1	不如做鱼片粥吧！	1	{}				{}																		{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140601601	102010716	1	{}		100		1	1	{}				{}					140601602	4												{}											{}											{}							scene/bg/bg_youlechang.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601602	102010716	1	{}		100		唔，如果折纸没有生病的话，倒是可以来游乐园玩呢。	1	{}				{}					140601603													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601603	102010716	1	{}		100		1	1	{}				{}					140601604													{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601604	102010716	1	{}		100	1	折纸，你出了好多汗啊。	1	{}				{}					140601605													{}											{}											{}												{}	sound/bgm/shop_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140601605	102010716	1	{}		100	鸢一折纸	柜子里有毛巾。	1	{}				{}					140601606				10207	3		id_pose_1		id_look_2			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601606	102010716	1	{}		100	1	哎……？	1	{}				{}					140601607				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601607	102010716	1	{}		100	鸢一折纸	帮我——	1	{}				{}					140601608				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601608	102010716	1	{}		100	1	帮忙擦汗？要擦身体吗……	1	{}				{}					140601609				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601609	102010716	1	{}		100		我的脸顿时热了起来。	1	{}				{}				1	140601610				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601610	102010716	1	{}		100	鸢一折纸	请在这里选一块毛巾。	1	{}				{}					140601611-140601612-140601614	5			1			id_pose_2	1	id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601611	102010716	1	{}		100		选朴素的白毛巾。	1	{}				{}					140601613	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102101:3}}		{}					{}	{}	{}	
140601612	102010716	1	{}		100		选和我同款的情侣毛巾。	1	{}				{}					140601613	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102102:3}}		{}					{}	{}	{}	
140601613	102010716	1	{}		100	1	就这个吧。	1	{}				{}					140601619				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601614	102010716	1	{}		100		选有点眼熟的……我的毛巾？	1	{}				{}					140601615	1			1									{}											{}											{}												{}																	{}	{}					{}	{"quality":{102103:3}}		{}					{}	{}	{}	
140601615	102010716	1	{}		100	1	这不是我一周之前丢失的毛巾么，怎么在这里？	1	{}				{}					140601616				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601616	102010716	1	{}		100	鸢一折纸	嗯，请给我那个。	1	{}				{}					140601617				1			id_pose_1		id_look_4				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601617	102010716	1	{}		100	1	啊……好吧。	1	{}				{}					140601618				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601618	102010716	1	{}		100		1	1	{}				{}					140601619				1									{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601619	102010716	1	{}		100		我将毛巾打湿后，轻轻抚上折纸的肌肤。	1	{}				{}					140601620	2			1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601620	102010716	1	{}		100	1	这样擦汗……可以吗？	1	{}				{}					140601621				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601621	102010716	1	{}		100	鸢一折纸	嗯，如果能给我全身擦拭，就更好了。	1	{}				{}					140601622				1			id_pose_1		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140601622	102010716	1	{}		100	1	全……全身？还是算了……	1	{}				{}					140601623				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140601623	102010716	1	{}		100		1	1	{}				{}				1	140601624						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140601624	102010716	1	{}		100		1	1	{}				{}																		{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
140600101	102010701	1	{}		100			1	{}				{}					140600102	4												{}											{}											{}							scene/bg/bg_keting.png	1		1.3	-1	{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600102	102010701	1	{}		100	1	十香？	1	{}				{}					140600103													{}											{}											{}												{}	sound/bgm/date_013.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140600103	102010701	1	{}		100	夜刀神十香	哇！你别过来！	1	{}				{}					140600104				10107	3		id_pose_7		id_look_12			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600104	102010701	1	{}		100	1	十香……哇别推我呀！你在厨房做什么？	1	{}				{}					140600105				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600105	102010701	1	{}		100	夜刀神十香	我……我在做严肃的实验！	1	{}				{}					140600106				1			id_pose_10		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600106	102010701	1	{}		100	1	实验……料理吗？	1	{}				{}					140600107				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600107	102010701	1	{}		100	夜刀神十香	恩恩，现在不能看！	1	{}				{}					140600108				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600108	102010701	1	{}		100	1	好好，我只是来拿东西，马上就走……	1	{}				{}					140600109				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600109	102010701	1	{}		100		1	1	{}				{}					140600110						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140600110	102010701	1	{}		100		算了，琴里差不多也该回家了，相信家里不会出什么意外吧……	1	{}				{}					140600111													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600111	102010701	1	{}		100		我从家里拿了一些常备药品，回到了折纸家里。	1	{}				{}					140600112													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600112	102010701	1	{}		100		1	1	{}				{}					140600113													{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140600113	102010701	1	{}		100	1	我回来了——	1	{}				{}					140600114													{}											{}											{}												{}	sound/bgm/shop_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140600114	102010701	1	{}		100	1	唔，这个香味是什么？之前出门的时候还没有气味……	1	{}				{}					140600115													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600115	102010701	1	{}		100	1	好像……有点头晕……	1	{}				{}					140600116													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600116	102010701	1	{}		100	1	折纸，你点了熏香吗？	1	{}				{}					140600117													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600117	102010701	1	{}		100	鸢一折纸	嗯，新买的，熏香蜡烛。	1	{}				{}					140600118				10207	3		id_pose_5		id_look_6			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600118	102010701	1	{}		100	鸢一折纸	怎么，不喜欢这个味道吗？	1	{}				{}					140600119				1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600119	102010701	1	{}		100	1	那倒是没有……	1	{}				{}					140600120				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600120	102010701	1	{}		100		屋子里只有我和折纸两个人，她目不转睛地凝视着我，压力好大……	1	{}				{}					140600121				1			id_pose_1		id_look_4				{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600121	102010701	1	{}		100	1	你、你还好吧？我去给你做饭。	1	{}				{}					140600122				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600122	102010701	1	{}		100	鸢一折纸	我和你一起。	1	{}				{}					140600123				1			id_pose_3		id_look_5				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600123	102010701	1	{}		100	1	唔……好。	1	{}				{}					140600124				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600124	102010701	1	{}		100		1	1	{}				{}					140600125						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140600125	102010701	1	{}		100		1	1	{}				{}					140600126													{}											{}											{}							scene/bg/bg_zhezhijia.png	1		1.3	-1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140600126	102010701	1	{}		100	1	好了！鱼片粥做好了！清淡又有营养，生病的时候吃最合适了。	1	{}				{}					140600127													{}											{}											{}												{}	sound/bgm/shop_015.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140600127	102010701	1	{}		100	鸢一折纸	我开动了。	1	{}				{}					140600128				10207	3		id_pose_2		id_look_4			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600128	102010701	1	{}		100	1	我开动了。	1	{}				{}					140600129				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600129	102010701	1	{}		100	1	好吃吗？	1	{}				{}					140600130				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600130	102010701	1	{}		100	鸢一折纸	嗯……你果然，很适合留在我的家里。	1	{}				{}					140600131				1			id_pose_1		id_look_2				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600131	102010701	1	{}		100	1	呃，这是夸奖吗？	1	{}				{}					140600132				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600132	102010701	1	{}		100	鸢一折纸	当然。	1	{}				{}					140600133				1			id_pose_5		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600133	102010701	1	{}		100	鸢一折纸	在我虚弱的时候，能让我安心的人是你。	1	{}				{}					140600134				1			id_pose_1		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600134	102010701	1	{}		100	1	突然这么说……	1	{}				{}					140600135				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600135	102010701	1	{}		100	鸢一折纸	但是。	1	{}				{}					140600136				1			id_pose_3		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600136	102010701	1	{}		100	1	但是？	1	{}				{}					140600137				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600137	102010701	1	{}		100	鸢一折纸	终极的安心感，是肌肤之亲。就是要和%s以毫不掩饰的姿态，躺在一起然后……	1	{}				{}					140600138				1			id_pose_1		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140600138	102010701	1	{}		100	1	打住、打住！那是不行的啊！	1	{}				{}				1	140600139				1									{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140600139	102010701	1	{}		100	鸢一折纸	要试试吗？	1	{}				{}					140600140-140600147-140600159				1			id_pose_2		id_look_4				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
