	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	标题显示（手机）	头像显示（手机）	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
115111008	6105007	1	{}		100			1	 但是我看你很开心啊。 	1	{}			{}	{}					115111009		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111009	6105007	1	{}		100				琴里的表情完全不像是她说的那样。	1	{}			{}	{}					115111010		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111010	6105007	1	{}		100			五河琴里	 才……才没有呢，笨蛋哥哥。 	1	{}			{}	{}				1	115111011		1			id_favor3_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
115111011	6105007	1	{}		100				琴里倔强地坚持着。	1	{}			{}	{}					115111012-115111013-115111014	5	1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111012	6105007	1	{}		100				听她的话带她离开这里	1	{}			{}	{}					115111015	1			3							{}											{}											{}							scene/bg/bg_youlechang.png				-1	{}																{}	{}					{}	{}		{}		
115111013	6105007	1	{}		100				继续乘坐旋转木马	1	{}			{}	{}					115111015	1										{}											{}											{}							scene/bg/bg_youlechang.png				-1	{}																{}	{}					{}	{}		{}		
115111014	6105007	1	{}		100				带她去过山车或摩天轮	1	{}			{}	{}					115111015	1										{}											{}											{}							scene/bg/bg_youlechang.png				-1	{}																{}	{}					{}	{}		{}		
115111015	6105007	1	{}		100			五河琴里	 先让我静一静…… 	1	{}			{}	{}					115111016		10504	3		id_favor2_1					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
115111016	6105007	1	{}		100				琴里走下了旋转木马，重重地叹了口气。	1	{}			{}	{}					115111017		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111017	6105007	1	{}		100			1	 没什么好介意的……这是正常反应。 	1	{}			{}	{}					115111018		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111018	6105007	1	{}		100			五河琴里	 我可是天空舰的司令官！ 	1	{}			{}	{}					115111019		1			id_normal_12						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
115111019	6105007	1	{}		100				 这种幼稚的喜欢早就应该离我远去了。 	1	{}			{}	{}					115111020		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111020	6105007	1	{}		100			1	 好啦，就算你需要更加坚韧的性格。 	1	{}			{}	{}					115111021		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111021	6105007	1	{}		100			1	 但你还是我的妹妹呀 ~	1	{}			{}	{}					115111022		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111022	6105007	1	{}		100			1	 平常的时候保持你的冷静和判断没有问题。	1	{}			{}	{}					115111023		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111023	6105007	1	{}		100			1	 但是现在的话，你可以把软弱的一面交给我守护。 	1	{}			{}	{}					115111024		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111024	6105007	1	{}		100				琴里在质疑自己的决断力，	1	{}			{}	{}					115111025		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111025	6105007	1	{}		100				但是她一直都做得很棒。	1	{}			{}	{}					115111026		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111026	6105007	1	{}		100			五河琴里	 哼，我有弱到需要笨蛋哥哥保护吗？ 	1	{}			{}	{}					115111027		1			id_favor2_3						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
115111027	6105007	1	{}		100				琴里的语气依旧布满嫌弃，	1	{}			{}	{}					115111028		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111028	6105007	1	{}		100				但是刚刚的情绪已经所剩无几了。	1	{}			{}	{}					115111029		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111029	6105007	1	{}		100			1	 是是是，以后还要多麻烦妹妹啦~ 	1	{}			{}	{}					115111030		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111030	6105007	1	{}		100				我指了指另一个方向的摩天轮。	1	{}			{}	{}					115111031		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111031	6105007	1	{}		100			五河琴里	 也要玩那个吗？ 	1	{}			{}	{}					115111032		1			id_favor2_2						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
115111032	6105007	1	{}		100				琴里看了一眼远处的过山车。	1	{}			{}	{}					115111033		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111033	6105007	1	{}		100			1	 当然啦，琴里不会恐高的吧。 	1	{}			{}	{}				1	115111034				3							{}											{}											{}												{}																{}	{}					{}	{}		{}		
115111034	6105007	1	{}		100				我拉着琴里，向那边奔跑过去。	1	{}			{}	{}				1												{}											{}											{}												{}																{"fix":{"items":[{"id":500007,"min":20,"max":20},{"id":500008,"min":20,"max":20}]}}	{}					{}	{}		{}		
116111001	6105008	1	{}		100				 	1	{}			{}	{}					116111002											{}											{}											{}							scene/bg/bg_xiaodaohaibian.png	1		1.3	-1	{}												1	1			{}	{}					{}	{}		{}		
116111002	6105008	1	{}		100			五河琴里	 不是我说…… 	1	{}			{}	{}					116111003		10504	3		id_favor1_4					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
116111003	6105008	1	{}		100			五河琴里	 笨蛋哥哥…… 	1	{}			{}	{}					116111004		1			id_favor1_3						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
116111004	6105008	1	{}		100			五河琴里	 你就不知道带点东西来吃吗？ 	1	{}			{}	{}					116111005		1									{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
116111005	6105008	1	{}		100				这次的小岛非常之远，在琴里执意要求走的前提下，	1	{}			{}	{}					116111006		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111006	6105008	1	{}		100				我们从家中走到了这里，花费了一个多钟头。	1	{}			{}	{}					116111007		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111007	6105008	1	{}		100			1	 谁知道你要步行啊……预计坐车的话，中午之前我们就可以到家了。 	1	{}			{}	{}					116111008		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111008	6105008	1	{}		100				因为长途跋涉我的肚子也开始发出悲鸣。	1	{}			{}	{}					116111009		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111009	6105008	1	{}		100			五河琴里	 真是的……找找身上有没有吃的。 	1	{}			{}	{}					116111010		1			id_favor1_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
116111010	6105008	1	{}		100				琴里坐在了树边的秋千上，百无聊赖地看着我。	1	{}			{}	{}					116111011		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111011	6105008	1	{}		100			1	 应该不会有吧……咦，什么时候？ 	1	{}			{}	{}					116111012		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111012	6105008	1	{}		100				我翻了翻自己的上衣口袋，摸到了异物	1	{}			{}	{}					116111013		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111013	6105008	1	{}		100				掏出来发现是一块巧克力。	1	{}			{}	{}					116111014		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111014	6105008	1	{}		100			五河琴里	 哥哥…… 	1	{}			{}	{}				1	116111015		1			id_favor1_2						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
116111015	6105008	1	{}		100				琴里直接从秋千上跳了下来，双目放光。	1	{}			{}	{}					116111016-116111017-116111018	5	1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111016	6105008	1	{}		100				抢先一步塞在嘴里。	1	{}			{}	{}					116111019	1			3							{}											{}											{}							scene/bg/bg_xiaodaohaibian.png				-1	{}																{}	{}					{}	{}		{}		
116111017	6105008	1	{}		100				掰开后一人一半	1	{}			{}	{}					116111019	1										{}											{}											{}							scene/bg/bg_xiaodaohaibian.png				-1	{}																{}	{}					{}	{}		{}		
116111018	6105008	1	{}		100				全部都给琴里	1	{}			{}	{}					116111019	1										{}											{}											{}							scene/bg/bg_xiaodaohaibian.png				-1	{}																{}	{}					{}	{}		{}		
116111019	6105008	1	{}		100			五河琴里	 唔……还是好饿。 	1	{}			{}	{}					116111020		10504	3		id_favor3_3					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
116111020	6105008	1	{}		100			1	 那我们回去吗？ 	1	{}			{}	{}					116111021		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111021	6105008	1	{}		100				我盘算了一下回去需要的时间，有些迈不开步。	1	{}			{}	{}					116111022		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111022	6105008	1	{}		100			五河琴里	 好不容易出来一次呢…… 	1	{}			{}	{}					116111023		1			id_favor2_1						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
116111023	6105008	1	{}		100				 我去找下令音小姐吧 	1	{}			{}	{}					116111024		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111024	6105008	1	{}		100			1	 传送是这样用的吗…… 	1	{}			{}	{}					116111025		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111025	6105008	1	{}		100				 等下，我想想别的办法。 	1	{}			{}	{}					116111026		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111026	6105008	1	{}		100				我阻止了琴里的任性行为，开始思考解决办法。	1	{}			{}	{}					116111027		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111027	6105008	1	{}		100				这个地方距离城镇太远了，短时间没办法去那边买东西。	1	{}			{}	{}					116111028		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111028	6105008	1	{}		100			五河琴里	 下面是不是…… 	1	{}			{}	{}					116111029		1			id_favor3_2						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
116111029	6105008	1	{}		100				正当我思考的时候，琴里指了指悬崖下的沙滩。	1	{}			{}	{}					116111030		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111030	6105008	1	{}		100			1	 你……你想干什么？ 	1	{}			{}	{}					116111031		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111031	6105008	1	{}		100				我的心中有了个大胆的猜测。	1	{}			{}	{}					116111032		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
116111032	6105008	1	{}		100			五河琴里	 还能怎么办，直接跳下去啊。 	1	{}			{}	{}				1	116111033		1			id_normal_12						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
116111033	6105008	1	{}		100				琴里拉着我，直接跳下了悬崖。	1	{}			{}	{}				1					3							{}											{}											{}												{}																{"fix":{"items":[{"id":500007,"min":20,"max":20},{"id":500008,"min":20,"max":20}]}}	{}					{}	{}		{}		
117111001	6105009	1	{}		100				 	1	{}			{}	{}					117111002											{}											{}											{}							scene/bg/bg_shuizuguan.png	1		1.3	-1	{}												1	1			{}	{}					{}	{}		{}		
117111002	6105009	1	{}		100			五河琴里	 导游去哪里了？ 	1	{}			{}	{}					117111003		10504	3		id_favor3_2					2	{}	1.3										{}											{}												{}				1												{}	{}					{}	{}		{}		
117111003	6105009	1	{}		100				栗子色长发的少女站在蔚蓝的通道里	1	{}			{}	{}					117111004		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
117111004	6105009	1	{}		100				跟四周的色调有些失格，却又恰到好处地融合到了一起。	1	{}			{}	{}					117111005		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
117111005	6105009	1	{}		100			1	 大概是去后面那队了吧。 	1	{}			{}	{}					117111006		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
117111006	6105009	1	{}		100				依稀记得来的时候后面有小学的参观队伍。	1	{}			{}	{}					117111007		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
117111007	6105009	1	{}		100			五河琴里	 真是的，不能因为我们人少就这样吧。 	1	{}			{}	{}					117111008		1			id_favor1_4						{}											{}											{}												{}				1												{}	{}					{}	{}		{}		
117111008	6105009	1	{}		100				琴里无奈地摇摇头，她也没什么好办法。	1	{}			{}	{}					117111009		1									{}											{}											{}												{}																{}	{}					{}	{}		{}		
