id	排序	所属日期（1~7分别对应周1~周日）	刷怪组id	关卡等级(刷出怪物的等级，不用刷怪器中的怪物等级)	难度(1-普通关卡，2-BOSS关卡)	关卡类型(1-Boss，2-精灵，3-精英，4-杂兵)	地图ID	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	关卡时长	关卡倒计计时延迟时间	战斗角色大小比例	地图摄像机修正	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	通关条件类型(1歼灭，暂无其他通关条件类型)	通关条件参数	背景音乐	关卡掉落展示	进入等级	消耗资源	可进入次数	奖励	层数奖励	模式名字	模式描述	推荐攻略描述	词缀怪物总数	词缀怪物出现区间	是否播放胜利动作
107075	75	7	3000223-3000224-3000225	50	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400075	{500001:24000,500002:160,570005:24}	300847	300857	300867	4	3-15	1
107076	76	7	3000226-3000227-3000228	50	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400076	{500001:24000,500002:160,570005:24}	300847	300857	300867	4	3-15	1
107077	77	7	3000229	50	1	3	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400077	{500001:24000,500002:160,570005:24}	300847	300857	300867	4	3-15	1
107078	78	7	3000232	50	1	2	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400078	{500001:24000,500002:160,570005:24}	300847	300857	300867	4	3-15	1
107079	79	7	3000235-3000236-3000237	50	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400079	{500001:24000,500002:160,570005:24}	300847	300857	300867	4	3-15	1
107080	80	7	4000001	50	2	1	12	2_DEMboss		180	15000	0.6	270			300901	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400080	{500001:24000,500002:160,570005:24}	300847	300857	300867			1
107081	81	7	3000241-3000242-3000243	60	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400081	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107082	82	7	3000244-3000245-3000246	60	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400082	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107083	83	7	3000247	60	1	3	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400083	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107084	84	7	3000250	60	1	2	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400084	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107085	85	7	3000253-3000254-3000255	60	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400085	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107086	86	7	3000256-3000257-3000258	60	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400086	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107087	87	7	3000259	60	1	3	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400087	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107088	88	7	3000262	60	1	2	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400088	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107089	89	7	3000265-3000266-3000267	60	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400089	{500001:27000,500002:180,570005:27}	300847	300857	300867	4	3-15	1
107090	90	7	4000001	60	2	1	12	2_DEMboss		180	15000	0.6	270			300901	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400090	{500001:27000,500002:180,570005:27}	300847	300857	300867			1
107091	91	7	3000271-3000272-3000273	70	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400091	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107092	92	7	3000274-3000275-3000276	70	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400092	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107093	93	7	3000277	70	1	3	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400093	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107094	94	7	3000280	70	1	2	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400094	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107095	95	7	3000283-3000284-3000285	70	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400095	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107096	96	7	3000286-3000287-3000288	70	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400096	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107097	97	7	3000289	70	1	3	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400097	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107098	98	7	3000292	70	1	2	13-16	2_DEM001-2_DEM002-2_DEM003	6002	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400098	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107099	99	7	3000295-3000296-3000297	70	1	4	13-16	2_DEM001-2_DEM002-2_DEM003	6001	180		0.6		8101	1	300901	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400099	{500001:30000,500002:200,570005:30}	300847	300857	300867	5	3-15	1
107100	100	7	4000001	70	2	1	12	2_DEMboss		180	15000	0.6	270			300901	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	60400100	{500001:30000,500002:200,570005:30}	300847	300857	300867			1
