 	关卡名策划看	关卡类型(1-战斗，2-约会，3-城市约会，11-卡巴拉活动关卡)	玩法模式(1-常规，2-飞行，3-撞击，约会关卡不填)	前置关卡id	是否为free关	约会ID(读取约会表中的ID)	剧情简介	每卷最后1个主线剧情关卡(填1做标识)	关卡点位(1个wave中每个关卡布局点)	所属关卡组ID	所属关卡组ID(此字段服务器用)	精灵限定类型(0-无限定/禁用；1-不能编入自己的精灵；2-可以编入自己的精灵；3-禁用精灵；)	限定精灵ID(读取heroLimitforDungeon表ID)	禁用精灵ID(读取hero表中ID)	刷怪组id	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	撞击飞行关卡预览视频文件（填video表中ID）	飞行关入场方向（1  LEFT  2 RIGHT 3 BOTTOM 4 TOP） 	飞行关出场方向（1  LEFT  2 RIGHT 3 BOTTOM 4 TOP）	飞行关入场距离	预览视频第一帧图片路径	背景音乐	显示顺序	难度	地图摄像机修正Z	战斗角色大小比例	地图摄像机修正X(x1-x2，x1为向左扩大，x2为向右扩大)	关卡时长	关卡名字（暂时没用此字段）	关卡简名（获取系统用）	关卡分级名字	关卡图标	关卡图标上奖励展示	关卡图片	关卡图片(约会关卡用此字段配置关卡场景展示缩略图)	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	刷怪备注(策划看)	通关条件类型(1歼灭，2生存，3击杀具体怪物，4击杀怪物类型，5击杀怪物数量，6防守)	通关条件参数(歼灭不填，生存x秒内存活，怪物ID及数量x，怪物敌人类型及数量x，怪物总量x)	通关条件描述	通关条件开场描述	挑战类型(1通关，2连击数，3通关时间小于，4损失血量低于x%，5死亡人数小于x，6受击次数小于x，7倒地次数小于x，8使用x次觉醒技能，9使用角色出场技击败x个敌人，10选择一个助战角色，11队伍中包含某角色，12每x秒至少击杀1名敌人，13队伍中所有精灵使用技能总次数不超过x，14队伍中不能有精灵阵亡，31-击杀怪物数量达到x，32-积分达到x)	挑战参数（类型为1通关时，参数配置为1）	挑战描述	首通奖励展示	关卡掉落展示	进入等级	消耗资源	可进入次数	是否可以开启决斗模式	开启决斗模式消耗资源	决斗模式奖励倍数	决斗模式下的怪物技能	是否可以一次性挑战多次	快速挑战参数{挑战次数:解锁星星条件}	奖励	首通奖励	日常副本奖励(根据每一次通关获得的星级发放对应奖励，1星奖励ID-2星奖励ID-3星奖励ID)	是否播放关卡开场默认动作	是否播放胜利动作	词缀怪物总数	词缀怪物出现区间
502002	金币2	1	3							200002	200002	1	5			3_S2L3		2003	1	2	400	ui/fuben/sixinaizhuangji.png	sound/battle_sound/battle_002.mp3	2	1		0.6		45	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					2	[[45]]	300802	300817	32-32-32	200-300-400	300066-300066-300066		510154-510155-510156	24	{500004:20}	3	0				0				60320121-60320122-60320123-60320124	0	1		
502003	金币3	1	3							200002	200002	1	5			3_S2L3		2003	1	2	400	ui/fuben/sixinaizhuangji.png	sound/battle_sound/battle_002.mp3	3	1		0.6		45	300322			icon/fuben/Daily_Lv3.png								2	[[45]]	300802	300817	32-32-32	300-400-500	300066-300066-300066		510155-510156-510157	36	{500004:25}	3	0				0				60320131-60320132-60320133-60320134	0	1		
502004	金币4	1	3							200002	200002	1	5			3_S2L3		2003	1	2	400	ui/fuben/sixinaizhuangji.png	sound/battle_sound/battle_002.mp3	4	1		0.6		45	300325			icon/fuben/Daily_Lv4.png								2	[[45]]	300802	300817	32-32-32	300-400-500	300066-300066-300066		510156-510157-510158	48	{500004:30}	3	0				0				60320141-60320142-60320143-60320144	0	1		
503001	资源1	1	1							200003	200003				6010101-6010102-6010103-6010104-6010105-6010106-6010107	2_shengmingshu_daily01	7001						sound/battle_sound/battle_003.mp3	1	1		0.6		120	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	2	[[120]]	300802	300817	31-31-31	10-20-40	300065-300065-300065		550001-551002-551005-551008-551011-551014	19	{500004:15}	3	0				0				60340111-60340112-60340113-60340114	0	1		
503002	资源2	1	1							200003	200003				6010201-6010202-6010203-6010204-6010205-6010206-6010207	2_shengmingshu_daily02	7001						sound/battle_sound/battle_003.mp3	2	1		0.6		120	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					2	[[120]]	300802	300817	31-31-31	10-20-40	300065-300065-300065		550002-551003-551006-551009-551012-551015	30	{500004:20}	3	0				0				60340121-60340122-60340123-60340124	0	1		
503003	资源3	1	1							200003	200003				6010301-6010302-6010303-6010304-6010305-6010306-6010307	2_shengmingshu_daily03	7001						sound/battle_sound/battle_003.mp3	3	1		0.6		120	300322			icon/fuben/Daily_Lv3.png								2	[[120]]	300802	300817	31-31-31	10-20-40	300065-300065-300065		550003-551004-551007-551010-551013-551016	42	{500004:25}	3	0				0				60340131-60340132-60340133-60340134	0	1		
503004	资源4	1	1							200003	200003				6010401-6010402-6010403-6010404-6010405-6010406-6010407	2_shengmingshu_daily01	7001						sound/battle_sound/battle_003.mp3	4	1		0.6		120	300325			icon/fuben/Daily_Lv4.png								2	[[120]]	300802	300817	31-31-31	10-20-40	300065-300065-300065		550003-551004-551007-551010-551013-551016	55	{500004:30}	3	0				0				60340131-60340132-60340133-60340134	0	1		
504001	质点1	1	1							200004	200004				6020101-6020102-6020103	4_jiaowai_daily	7002						sound/battle_sound/battle_004.mp3	1	1		0.6		60	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	2	[[60]]	300802	300817	2-2-2	100-200-300	300052-300052-300052		210009-220009	16	{500004:15}	3	0				0				60330111-60330112-60330113-60330114	0	1		
504002	质点2	1	1							200004	200004				6020201-6020202-6020203	4_jiaowai_daily	7002						sound/battle_sound/battle_004.mp3	2	1		0.6		60	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					2	[[60]]	300802	300817	2-2-2	100-200-300	300052-300052-300052		210009-220009	28	{500004:20}	3	0				0				60330121-60330122-60330123-60330124	0	1		
504003	质点3	1	1							200004	200004				6020301-6020302-6020303	4_jiaowai_daily	7002						sound/battle_sound/battle_004.mp3	3	1		0.6		60	300322			icon/fuben/Daily_Lv3.png								2	[[60]]	300802	300817	2-2-2	100-200-300	300052-300052-300052		220009-230009	39	{500004:25}	3	0				0				60330131-60330132-60330133-60330134	0	1		
504004	质点4	1	1							200004	200004				6020401-6020402-6020403	4_jiaowai_daily	7002						sound/battle_sound/battle_004.mp3	4	1		0.6		60	300325			icon/fuben/Daily_Lv4.png								2	[[60]]	300802	300817	2-2-2	100-200-300	300052-300052-300052		220009-230009	50	{500004:30}	3	0				0				60330141-60330142-60330143-60330144	0	1		
410001	联机副本1	1	1												4000001	Zudui_01							sound/battle_sound/battle_002.mp3		1	300	0.6		300	300314		300322	icon/dungeon/active/698.png	561303	scene/bg/bg_fuben_caochang.png	scene/bg/bg_zhunbei_caochang.png					3	[[40013,1]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		570029-220020-220021-220022-220023-220024-220025-220026-220027-220028-220029-230030-230031-230032-230033-230034-230035-230036-230037-230038-230039	50	{500004:1}	99	0						60500001			1	1		
410002	联机副本2	1	1												4000002	zudui_02							sound/battle_sound/battle_001.mp3		1	300	0.6		300	300314		300322	icon/dungeon/active/698.png	561303	scene/bg/bg_fuben_caochang.png	scene/bg/bg_zhunbei_caochang.png					3	[[40101,1]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		570029-220020-220021-220022-220023-220024-220025-220026-220027-220028-220029-230030-230031-230032-230033-230034-230035-230036-230037-230038-230039	50	{500004:1}	99	0						60500002			1	1		
410003	联机副本3	1	1												4000003-4000004-4000005	zudui_03							sound/battle_sound/battle_003.mp3		1	100	0.6		300	300314		300322	icon/dungeon/active/698.png	561303	scene/bg/bg_fuben_caochang.png	scene/bg/bg_zhunbei_caochang.png					3	[[40301,1]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		570029-220020-220021-220022-220023-220024-220025-220026-220027-220028-220029-230030-230031-230032-230033-230034-230035-230036-230037-230038-230039	50	{500004:1}	99	0						60500003			1	1		
6061001	卡巴拉测试关卡-可见-简单	11	1							300001	300001				5000001-5000002-5000003-5000004	2_shengmingshu001	1102						sound/battle_sound/battle_001.mp3	1	1		0.6		300	300301			icon/fuben/level_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png		1			1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510201-210010	0		99	0				0		60600202				1		
6061002	卡巴拉测试关卡-可见-困难	11	1							300001	300001				5000011-5000012-5000013-5000014	2_shengmingshu002	1102						sound/battle_sound/battle_001.mp3	4	1		0.6		300	300303			icon/fuben/level_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png		1		常规+循环+常规	1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510203-210012	0		99	0				0		60600203			0	1		
6061003	卡巴拉测试关卡-可见-地狱	11	1							300001	300001				5000001-5000002-5000003-5000004	2_shengmingshu003	1102						sound/battle_sound/battle_001.mp3	5	1		0.6		300	300304			icon/fuben/level_4.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png		1		循环(怪物易进攻)	1	[[2]]	300801	300816	2-5-6	10-1-30	300052-300055-300056		510101-510204-510151	0		99	0				0		60600204			1	1		
6061004	卡巴拉测试关卡-伏击1	11	1							300001	300001				5000011-5000012-5000013-5000014	2_shengmingshu001	1102						sound/battle_sound/battle_001.mp3	3	1		0.6		300	300302			icon/fuben/level_3.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png		3			5	[[20]]	300801	300816	6-7-11	30-10-110101	950013		510101-510207-210014	0		99	0				0		60600201			1	1		
6061005	卡巴拉测试关卡-伏击2	11	1							300001	300001				5000001-5000002-5000003-5000004	2_shengmingshu002	1102						sound/battle_sound/battle_001.mp3	1	1		0.6		300	300301			icon/fuben/level_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png		1			1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510201-210010	0		99	0				0		60600201				1		
6061006	卡巴拉测试关卡-Boss	11	1							300001	300001				5000011-5000012-5000013-5000014	2_shengmingshu003	1102						sound/battle_sound/battle_001.mp3	4	1		0.6		300	300303			icon/fuben/level_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png		1		常规+循环+常规	1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510203-210012	0		99	0				0		60600103			0	1		
6061007	卡巴拉测试关卡-任务-击杀	11	1							300001	300001				5000001-5000002-5000003-5000004	2_shengmingshu001	1102						sound/battle_sound/battle_001.mp3	1	1		0.6		300	300301			icon/fuben/level_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png		1			1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510201-210010	0		99	0				0		60600101				1		
6061008	卡巴拉测试关卡-可见-据点	11	1							300001	300001				5000011-5000012-5000013-5000014	2_shengmingshu002	1102						sound/battle_sound/battle_001.mp3	4	1		0.6		300	300303			icon/fuben/level_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png		1		常规+循环+常规	1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510203-210012	0		99	0				0		60600102			0	1		
																																																														1	1		
																																																														1	1		
